seeds,sc_nocum,sc_ryecum
77.96642928948089,0,0.04545454545454545
97.4580366118511,0.04347826086956522,0.04545454545454545
116.94964393422133,0.04347826086956522,0.0909090909090909
136.44125125659156,0.08695652173913045,0.0909090909090909
136.44125125659156,0.13043478260869565,0.0909090909090909
175.42446590133198,0.1739130434782609,0.0909090909090909
233.89928786844266,0.2173913043478261,0.0909090909090909
233.89928786844266,0.2173913043478261,0.13636363636363635
272.8825025131831,0.2173913043478261,0.1818181818181818
311.86571715792354,0.2173913043478261,0.2272727272727272
331.35732448029376,0.26086956521739135,0.2272727272727272
370.34053912503424,0.26086956521739135,0.27272727272727265
409.3237537697746,0.26086956521739135,0.31818181818181807
409.32375376977467,0.26086956521739135,0.3636363636363636
428.8153610921449,0.26086956521739135,0.409090909090909
448.3069684145151,0.26086956521739135,0.4545454545454545
506.78179038162574,0.30434782608695654,0.4545454545454545
506.7817903816258,0.3478260869565218,0.4545454545454545
506.7817903816258,0.3478260869565218,0.49999999999999983
565.2566123487364,0.39130434782608703,0.49999999999999983
565.2566123487364,0.39130434782608703,0.5454545454545454
623.7314343158471,0.4347826086956521,0.5454545454545454
643.2230416382173,0.4347826086956521,0.5909090909090908
662.7146489605875,0.47826086956521746,0.5909090909090908
740.6810782500684,0.47826086956521746,0.6363636363636362
779.6642928948089,0.5217391304347825,0.6363636363636362
799.155900217179,0.5217391304347825,0.6818181818181818
838.1391148619196,0.5217391304347825,0.7272727272727273
896.6139368290303,0.5652173913043478,0.7272727272727273
916.1055441514004,0.6086956521739129,0.7272727272727273
935.5971514737706,0.6521739130434782,0.7272727272727273
1364.4125125659154,0.6521739130434782,0.7727272727272728
1539.8369784672477,0.6521739130434782,0.8181818181818181
1637.2950150790987,0.6956521739130435,0.8181818181818181
1734.7530516909496,0.7391304347826086,0.8181818181818181
2105.093590815984,0.7826086956521741,0.8181818181818181
2261.0264493949458,0.7826086956521741,0.8636363636363634
2826.2830617436825,0.7826086956521741,0.909090909090909
4132.220752342487,0.7826086956521741,0.9545454545454544
4190.695574309598,0.826086956521739,0.9545454545454544
4989.851474526777,0.826086956521739,1
5847.4821967110665,0.8695652173913044,1
7796.642928948088,0.9130434782608696,1
9258.513478125855,0.9565217391304347,1
9862.753305119333,1,1
